,Mark,Model,Year,Type,Distance,Engine_capacity_cm3,Fuel_type,Transmission,Price(euro)
35619,BMW,X2,2020,Crossover,21258,1997,Petrol,2,19900
35620,Lincoln,MKZ,2016,Sedan,77220,2000,Hybrid,2,9200
35621,Volvo,XC60,2018,Crossover,89830,1984,Petrol,2,19700
35622,BMW,X3,2014,SUV,132000,1996,Petrol,2,19650
35623,Volkswagen,Golf,1997,Universal,245337,1400,Petrol,1,1750
35624,Dacia,Duster,2010,Crossover,150000,1499,Diesel,1,7300
35625,Ssangyong,Kyron,2008,SUV,120000,2000,Diesel,2,2600
35626,Mercedes,Vito,2004,Minivan,240000,2200,Diesel,1,4500
35628,Vaz,21099,1992,SUV,0,1500,Petrol,1,1000
35631,Vaz,21099,1993,Sedan,93000,1500,Petrol,1,650
35632,Volkswagen,Passat,1993,Universal,50000,1800,Petrol,1,1500
35633,Honda,Accord,2003,Sedan,291000,2354,Petrol,2,5000
35634,Volvo,800 Series,1993,Sedan,300000,2400,Petrol,2,1400
35636,Renault,Megane,2005,Universal,256,1500,Diesel,1,2500
35637,Volkswagen,Caddy,2005,Minivan,200,1400,Metan/Propan,1,3300
35638,Chevrolet,Cruze,2009,Sedan,161994,1583,Metan/Propan,1,5000
35639,KIA,Sportage,2011,Crossover,161000,2000,Metan/Propan,2,10300
35640,Audi,A4,2010,Universal,267000,2000,Diesel,2,7700
35641,Mercedes,B Class,2005,Hatchback,259583,2000,Metan/Propan,2,5600
35642,Ssangyong,Korando,2015,Crossover,68000,2000,Petrol,2,9000
35643,Toyota,Auris,2015,Universal,69500,1600,Petrol,1,10000
35644,Mazda,CX-7,2008,Crossover,166000,2198,Diesel,1,7200
35645,Opel,Vectra,2003,Sedan,280000,2200,Diesel,1,4500
35647,Opel,Zafira,2003,Minivan,300,1995,Diesel,1,3700
35648,Chrysler,Voyager,1993,Minivan,300000,2500,Diesel,1,2000
35650,Skoda,Favorit,1991,Hatchback,0,1300,Petrol,1,780
35653,Vaz,2105,2000,Sedan,180000,1500,Metan/Propan,1,1299
35654,Ford,Fusion,2014,Sedan,179000,2000,Petrol,2,10500
35655,Toyota,Auris,2015,Universal,145000,1400,Petrol,1,5900
35656,Audi,A4,2003,Sedan,158600,1800,Petrol,2,2800
35657,Opel,Astra,2012,Hatchback,78000,1400,Petrol,1,3850
35658,Mazda,3,2005,Sedan,145000,1600,Petrol,1,2200
35659,KIA,Ceed Sw,2009,Universal,180000,1600,Petrol,1,2700
35660,Suzuki,SX4,2010,Hatchback,85000,1600,Petrol,2,4300
35661,Peugeot,1007,2006,Hatchback,156000,1400,Petrol,2,2100
35662,Volkswagen,Jetta,2007,Sedan,132000,1900,Diesel,1,3100
35663,Renault,Captur,2014,SUV,78000,1200,Petrol,2,7500
35664,Suzuki,Grand Vitara,2007,SUV,145000,2000,Petrol,2,4200
35665,Skoda,Octavia,2013,Sedan,148989,1200,Petrol,1,7700
35666,Mitsubishi,Space Star,2005,Hatchback,135000,1300,Petrol,1,1550
35667,Hyundai,Santa FE,2004,SUV,132000,2000,Petrol,1,2700
35668,BMW,X3,2005,SUV,220000,2000,Diesel,2,5900
35669,Toyota,C-HR,2017,Crossover,12000,1200,Petrol,2,11500
35670,Suzuki,Swift,2013,Hatchback,1,1400,Petrol,1,3900
35671,KIA,Rio,2006,Hatchback,85000,1500,Diesel,1,2300
35672,Ford,Fiesta,2012,Hatchback,196000,1400,Diesel,1,4099
35674,Toyota,Corolla,2007,Hatchback,158000,1400,Diesel,2,6700
35675,Renault,Clio,2004,Coupe,190000,1500,Diesel,1,1300
35676,BMW,3 Series,2013,Sedan,134800,2000,Diesel,2,11600
35677,Opel,Astra,1993,Hatchback,285000,1600,Petrol,1,18000
35678,Toyota,Solara,2002,Hatchback,1,2400,Petrol,1,2200
35679,Volvo,XC90,2014,SUV,89000,2400,Diesel,2,12300
35680,Suzuki,Splash,2010,Hatchback,1,1400,Petrol,1,2350
35681,Mazda,2,2005,Hatchback,123600,1300,Petrol,1,2200
35682,Mitsubishi,Outlander,2015,Crossover,130000,2000,Plug-in Hybrid,2,17500
35683,Mitsubishi,Outlander,2014,SUV,204352,2000,Plug-in Hybrid,2,14000
35684,Opel,Vectra,1989,Sedan,111,1600,Petrol,1,15500
35685,Toyota,Corolla,2003,Sedan,162100,1400,Petrol,1,4000
35686,Ford,Fusion,2017,Sedan,186505,2000,Plug-in Hybrid,2,14800
35690,Opel,Vectra,2000,Universal,226000,1800,Petrol,1,2150
35692,Audi,Q3,2014,SUV,178400,2000,Diesel,2,15999
35695,Volvo,XC90,2012,Crossover,122240,2400,Diesel,2,18999
35696,Toyota,Avensis Verso,2001,Universal,380000,2000,Diesel,1,5100
35697,Volkswagen,Golf,1993,Hatchback,63715,1600,Metan/Propan,1,1380
35698,Hyundai,Tucson,2015,Crossover,150000,1700,Diesel,2,19999
35699,Volkswagen,Sharan,2002,Minivan,375000,1900,Diesel,1,5000
35700,Audi,A6,1999,Universal,317,2500,Diesel,1,4300
35701,BMW,2 Series,2016,Minivan,167000,1500,Diesel,2,11990
35703,Toyota,Avensis,2005,Universal,184574,2000,Diesel,1,3500
35704,Opel,Corsa,2005,Hatchback,208000,1290,Petrol,2,3200
35705,Dacia,Logan Mcv,2009,Universal,240000,1500,Diesel,1,4700
35706,Mercedes,E Class,2010,Sedan,198000,2500,Diesel,2,14200
35707,Citroen,Berlingo,2006,Universal,277000,1400,Petrol,1,3300
35708,Mercedes,A Class,2002,Hatchback,106495,1600,Petrol,2,2850
35709,Opel,Kadett,1993,Sedan,1111,1600,Petrol,1,800
35711,Toyota,Prius v,2015,Hatchback,106502,1800,Hybrid,2,9300
35712,Volkswagen,Jetta,2017,Sedan,146408,1400,Petrol,2,7390
35713,Toyota,Avalon,2020,Sedan,21002,2500,Hybrid,2,20800
35716,Nissan,Qashqai,2010,Crossover,205000,1500,Diesel,1,7400
35717,Toyota,Avensis,2014,Sedan,193000,2200,Diesel,2,12699
35718,Nissan,Qashqai,2017,Crossover,23000,1500,Diesel,1,9900
35719,Suzuki,Liana,2005,Universal,189000,1500,Diesel,1,1550
35720,Toyota,Avensis,2004,Hatchback,198000,1800,Petrol,1,3200
35721,Skoda,Octavia,2005,Hatchback,158600,1600,Petrol,1,2800
35722,Dacia,Logan,2012,Sedan,120000,1400,Petrol,1,1700
35723,KIA,Ceed,2018,Hatchback,0,1400,Petrol,1,5900
35724,Ford,Fusion,2006,Hatchback,135000,1400,Petrol,1,1300
35725,Mercedes,E Class,2001,Sedan,400000,2200,Diesel,1,4500
35726,Opel,Zafira,2004,Minivan,189000,1800,Metan/Propan,1,1900
35727,Daihatsu,Materia,2009,Hatchback,123000,1499,Petrol,2,2900
35728,Nissan,Maxima,2002,Sedan,1,2000,Petrol,1,1350
35729,Mitsubishi,Pajero Sport,2005,SUV,123000,2500,Diesel,1,3900
35730,Citroen,C3,2008,Hatchback,125000,1400,Diesel,2,2200
35731,Volkswagen,Golf,2010,Universal,89000,1400,Petrol,2,3600
35732,Hyundai,Matrix,2004,Hatchback,135000,1800,Metan/Propan,1,1850
35733,Volkswagen,Passat,2005,Universal,1,1600,Metan/Propan,1,1550
35734,Great Wall,Hover,2008,SUV,1,2400,Petrol,1,2700
35735,Dacia,Logan Mcv,2013,Universal,123000,1500,Diesel,1,1500
35736,Smart,Forfour,2004,Hatchback,112000,1300,Petrol,1,1550
35737,Scion,xA,2003,Sedan,125000,2000,Petrol,2,2200
35738,Toyota,Corolla,2005,Hatchback,132000,1600,Petrol,1,2600
35739,BMW,5 Series,2001,Sedan,1,2200,Petrol,1,2900
35740,Mercedes,E Class,2001,Coupe,320000,2200,Diesel,1,1350
35741,Renault,Megane,2012,Universal,210000,1500,Diesel,1,5450
35742,Toyota,Land Cruiser Prado,2008,SUV,201000,2700,Metan/Propan,2,14990
35743,Skoda,Kodiaq,2021,Crossover,3500,1400,Petrol,2,23000
35744,Audi,A6,1997,Sedan,400000,2369,Metan/Propan,1,1500
35745,Ford,Fiesta,2006,Hatchback,0,1400,Petrol,1,1111
35746,Nissan,Micra,2005,Hatchback,1,1400,Diesel,1,1700
35747,Alfa Romeo,166,2003,Sedan,123500,2000,Petrol,1,1500
35748,KIA,Ceed Sw,2009,Universal,1,1400,Diesel,1,2000
35749,Mazda,626,1991,Sedan,437000,1998,Petrol,1,1000
35750,Lancia,Lybra,2000,Universal,123000,2000,Petrol,1,1200
35751,Toyota,Rav 4,2003,SUV,198000,2000,Petrol,1,3500
35752,Peugeot,107,2010,Hatchback,0,1000,Petrol,1,1200
35753,Nissan,Primera,2004,Universal,1,1600,Petrol,1,1333
35754,Toyota,Yaris,2017,Hatchback,18000,1400,Hybrid,2,5800
35755,Volkswagen,Passat,2011,Universal,190000,1400,Metan/Propan,2,8500
35756,Mercedes,Series (W124),1995,Sedan,316406,2200,Metan/Propan,2,5850
35757,Opel,Astra,2005,Hatchback,180000,1900,Diesel,2,2100
35758,Peugeot,307,2008,Sedan,165000,1600,Petrol,1,2350
35759,KIA,Rio,2003,Hatchback,156000,1300,Petrol,1,1100
35760,Toyota,Corolla,2014,Sedan,123000,1400,Diesel,1,5900
35761,Chevrolet,Aveo,2015,Sedan,26000,1200,Petrol,1,3200
35762,Volkswagen,Sharan,2003,Minivan,123000,2000,Petrol,1,2500
35764,Honda,HR-V,2017,Crossover,0,1800,Petrol,2,8800
35765,Ford,Fusion,2013,Sedan,50000,1600,Petrol,2,6100
35766,Toyota,Carina,1995,Sedan,333000,1600,Metan/Propan,1,1199
35767,Chevrolet,Epica,2006,Sedan,123000,2500,Petrol,1,3200
35768,Fiat,Doblo Cargo,2010,Universal,156000,1600,Diesel,1,2700
35769,Toyota,Prius,2008,Hatchback,156000,1500,Hybrid,2,3500
35770,Honda,Insight,2011,Hatchback,156000,1300,Hybrid,2,4200
35771,BMW,1 Series,2012,Hatchback,69000,2000,Diesel,2,7300
35772,Ford,Fiesta,2004,Hatchback,189000,1300,Petrol,1,1550
35773,Toyota,Yaris,2005,Hatchback,0,1000,Petrol,1,1550
35774,Hyundai,Getz,2006,Hatchback,98000,1400,Diesel,1,1444
35776,Hyundai,Sonata,2006,Sedan,135000,2400,Petrol,2,3200
35777,Mercedes,B Class,2006,Hatchback,135000,2000,Diesel,1,3700
35778,Honda,CR-V,2007,SUV,156000,2000,Petrol,1,4300
35779,Volkswagen,Passat,1992,Universal,290000,1800,Metan/Propan,1,1999
35780,BMW,3 Series,1999,Hatchback,35,1895,Metan/Propan,1,3300
35781,Renault,Clio Symbol,2009,Sedan,230000,1400,Metan/Propan,1,3500
35782,Skoda,Yeti,2011,Crossover,155000,1200,Petrol,1,7100
35783,Volkswagen,Amarok,2011,Crossover,100000,2000,Diesel,1,23000
35784,Nissan,Micra,2000,Sedan,105000,1400,Petrol,2,3800
35785,Nissan,Qashqai,2010,Hatchback,117203,1461,Diesel,1,8800
35786,BMW,5 Series,2012,Sedan,270000,2500,Diesel,2,18500
35790,Mazda,323,1996,Hatchback,347000,1324,Petrol,1,1450
35791,Toyota,Rav 4,1996,Crossover,302000,2000,Metan/Propan,2,4199
35792,KIA,Cerato,2008,Hatchback,130000,1400,Petrol,1,3500
35794,Mercedes,E Class,2007,Sedan,272000,2200,Diesel,2,9100
35795,Opel,Vectra,1993,Sedan,11111,1796,Petrol,1,1500
35796,KIA,Sorento,2008,SUV,136201,2500,Diesel,1,8500
35797,Ford,Mondeo,2001,Universal,400000,1800,Petrol,1,2200
35800,Peugeot,206,2010,Hatchback,113000,1400,Petrol,1,2900
35801,Opel,Astra,2007,Coupe,186,1600,Petrol,1,4799
35802,Ford,Edge,2019,Crossover,40000,2000,Petrol,2,19000
35803,Volkswagen,Jetta,1990,Sedan,318769,1600,Petrol,1,1500
35804,Honda,CR-V,2011,Minivan,149000,2199,Diesel,1,16800
35806,Hyundai,Tucson,2017,SUV,145000,2000,Diesel,2,19450
35807,Chery,Tiggo,2008,Crossover,90000,2000,Metan/Propan,1,2000
35808,Mercedes,A Class,2006,Hatchback,155000,1500,Petrol,2,3500
35809,Toyota,Urban Cruiser,2010,Hatchback,120000,1400,Diesel,1,5800
35810,Volvo,XC60,2009,Crossover,187000,2400,Diesel,1,9999
35812,Opel,Vectra,2004,Universal,206000,1800,Petrol,1,3600
35813,Volkswagen,Golf Plus,2009,Hatchback,179008,1400,Petrol,2,6000
35814,Lexus,GS Series,2013,Sedan,171000,2500,Hybrid,2,18299
35816,Volkswagen,Passat,2015,Sedan,62000,1799,Petrol,2,9997
35817,Volkswagen,Touran,2007,Microvan,160000,1389,Petrol,1,5950
35818,Dacia,Logan Mcv,2008,Minivan,286000,1461,Diesel,1,2900
35819,BMW,3 Series,2005,Universal,300000,2000,Diesel,1,1200
35820,Audi,A6,2007,Sedan,189000,2000,Diesel,2,8500
35823,Vaz,2110,1999,Sedan,1,1500,Petrol,1,900
35824,Volkswagen,Golf,2004,Universal,274000,1900,Diesel,2,4300
35826,Volkswagen,Golf Plus,2009,Hatchback,240000,1600,Petrol,2,4500
35827,Mercedes,B Class,2015,Hatchback,190000,1500,Diesel,2,9999
35828,Nissan,Qashqai,2016,SUV,70000,1500,Diesel,1,13600
35829,Skoda,Octavia,2014,Universal,240000,1800,Petrol,2,12900
35830,Renault,Kadjar,2017,Crossover,165128,1500,Diesel,2,13850
35831,Mitsubishi,Space Star,2002,Universal,277400,1600,Petrol,1,2650
35832,Opel,Combo,2008,Minivan,218000,1300,Diesel,1,3300
35835,Skoda,Octavia,2004,Universal,156,1900,Diesel,2,5350
35836,Skoda,Fabia,2015,Universal,158000,1400,Diesel,1,7800
35837,Nissan,Qashqai+2,2011,Crossover,165000,1500,Diesel,1,9400
35838,Toyota,C-HR,2017,Crossover,155000,1800,Hybrid,2,17950
35840,Volkswagen,Bora,2003,Sedan,240000,2000,Petrol,1,3600
35841,BMW,5 Series,2015,Sedan,128000,2000,Petrol,2,19700
35842,Renault,Megane,2017,Universal,176000,1500,Diesel,1,9650
35843,Opel,Astra,2005,Hatchback,240000,1400,Petrol,1,2600
35844,Hyundai,Tucson,2007,Crossover,170000,2000,Metan/Propan,1,6000
35845,Toyota,Auris,2010,Hatchback,229000,1800,Hybrid,2,8500
35846,Mercedes,E Class,2010,Sedan,232000,2200,Diesel,2,14999
35847,Opel,Astra,2015,Universal,190000,1600,Diesel,1,9000
35848,Volvo,XC60,2013,Crossover,243000,2400,Diesel,2,16500
35852,KIA,Clarus,2000,Hatchback,147000,2000,Petrol,1,2500
35853,Mercedes,Vito,2005,Minivan,389867,2200,Diesel,1,8600
35855,Toyota,Hilux,2008,Pickup,235000,2500,Diesel,1,12599
35857,Ford,Fusion,2014,Sedan,176210,2000,Plug-in Hybrid,2,12100
35858,Volkswagen,Jetta,1992,Cabriolet,250000,1600,Petrol,2,1800
35859,Mitsubishi,Space Wagon,1995,Sedan,250000,2000,Petrol,1,1400
35860,Mercedes,C Class,2010,Combi,153500,2199,Diesel,2,11200
35861,Vaz,2121niva,1993,SUV,60000,1599,Metan/Propan,1,2300
35864,Ford,Focus,2012,Universal,181000,1000,Petrol,1,5350
35865,Audi,A6,2015,Sedan,102000,2000,Diesel,2,23499
35866,Volkswagen,Golf,2007,Universal,227000,1870,Diesel,1,6000
35867,Skoda,Fabia,2011,Universal,188000,1200,Diesel,1,4900
35868,Volkswagen,Touran,2011,Minivan,210000,1400,Metan/Propan,2,8000
35870,Toyota,Yaris,2015,Hatchback,188800,1400,Diesel,1,7500
35872,Ford,Focus,2006,Universal,235000,1600,Diesel,1,4950
35873,Opel,Astra,2000,Universal,276000,1600,Metan/Propan,1,2500
35875,LuAZ,969,1990,Sedan,10000,1000,Petrol,1,600
35876,Honda,CR-V,2006,SUV,16629,1998,Metan/Propan,1,8000
35877,Subaru,Outback,2010,Universal,222000,2000,Diesel,1,10600
35879,Opel,Astra,2011,Universal,170000,1300,Diesel,1,6500
35880,Skoda,Fabia,2008,Universal,238000,1422,Diesel,1,3600
35881,Opel,Sintra,1998,Minivan,200,1800,Petrol,1,1600
35882,Ford,Mondeo,1998,Hatchback,146500,1988,Petrol,2,1400
35883,Volkswagen,Golf,2002,Hatchback,380000,1899,Diesel,1,3100
35885,Toyota,Rav 4,2016,SUV,66800,2000,Petrol,2,20650
35887,Opel,Zafira,2005,Minivan,0,1600,Metan/Propan,1,5500
35888,KIA,Sorento,2010,SUV,123000,2000,Diesel,1,7900
35889,Renault,Kangoo,2006,Universal,125000,1500,Diesel,1,2200
35890,Mazda,2,2007,Hatchback,1,1400,Diesel,2,2500
35891,Opel,Vectra,1993,Sedan,11111,1600,Petrol,1,1150
35892,Mitsubishi,Carisma,2003,Hatchback,159000,1800,Petrol,1,1550
35893,KIA,Sportage,2011,Crossover,89000,2000,Petrol,2,7900
35894,Toyota,Prius,2006,Hatchback,135000,1500,Hybrid,1,3500
35895,Audi,A6,2000,Sedan,265000,2500,Diesel,1,1800
35896,Opel,Astra,2010,Hatchback,130,1300,Diesel,1,5900
35897,Chevrolet,Spark,2014,Hatchback,35800,995,Petrol,1,4000
35899,Alta marca,Alt model,2007,Sedan,155466,2400,Petrol,1,2200
35900,Renault,Clio Symbol,2007,Sedan,2900,1400,Petrol,1,3000
35901,Peugeot,307,2008,Universal,324000,1587,Petrol,1,4000
35902,Opel,Zafira,1996,Minivan,220,1600,Metan/Propan,1,15000
35903,Renault,Scenic,2004,Minivan,243000,1499,Diesel,1,3300
35904,Toyota,Corolla,2007,Sedan,160000,1598,Petrol,1,5999
35905,Vaz,2111,2007,Universal,68000,1600,Petrol,1,2000
35906,Mercedes,C Class,2002,Sedan,200000,2700,Diesel,2,2100
35911,Dacia,Logan,2013,Sedan,71372,1500,Diesel,1,5600
35912,Nissan,Navara,2011,Pickup,175000,2500,Diesel,1,13000
35913,Mercedes,C Class,2013,Universal,180000,2200,Diesel,2,7500
35914,Renault,Grand Scenic,2009,Minivan,22000,1500,Diesel,1,5700
35916,Rover,600 Series,1996,Sedan,999,1796,Metan/Propan,1,1700
35917,BMW,5 Series,2000,Sedan,123456,2500,Diesel,1,2500
35918,Mercedes,E Class,2011,Sedan,126456,2200,Diesel,2,9000
35919,BMW,3 Series,2007,Universal,123456,2000,Diesel,1,4500
35920,Skoda,Octavia,2000,Hatchback,123456,1900,Diesel,1,2000
35921,Honda,Accord,1996,Sedan,300000,2000,Diesel,1,1000
35922,Volkswagen,Golf,2001,Universal,0,1900,Diesel,1,3600
35923,Subaru,Impreza,2008,Hatchback,184709,2000,Metan/Propan,2,5200
35924,Opel,Astra,1994,Universal,111,1700,Diesel,1,1500
35925,Renault,Megane,2006,Sedan,280000,1600,Metan/Propan,1,3600
35927,Opel,Vectra,2003,Hatchback,300000,1800,Petrol,1,2400
35930,Toyota,Camry,2007,Sedan,118000,2400,Hybrid,2,6950
35931,Peugeot,206,2001,Hatchback,111111,1100,Petrol,1,2300
35932,Citroen,Berlingo,2006,Minivan,277000,1400,Petrol,1,3300
35933,Skoda,Fabia,2015,Hatchback,141000,1400,Diesel,1,6990
35934,Hyundai,Coupe,2007,Coupe,108000,1975,Petrol,1,4800
35935,Fiat,Fiorino,2010,Minivan,91400,1400,Metan/Propan,1,3499
35938,Vaz,2114,2007,Hatchback,95000,1600,Petrol,1,1600
35939,Toyota,Hilux,2014,SUV,205000,2500,Diesel,1,18500
35941,Audi,A4,1999,Universal,240297,1800,Petrol,1,1799
35942,Mitsubishi,Lancer,1993,Universal,340000,2000,Diesel,1,18000
35943,Volkswagen,Passat,2011,Universal,18500,1400,Petrol,1,7650
35945,Volkswagen,Altele,1994,Sedan,205000,1600,Petrol,1,17000
35946,Citroen,C1,2016,Hatchback,23000,1000,Petrol,2,4400
35947,Suzuki,Baleno,2017,Hatchback,28000,1200,Petrol,1,5200
35948,Toyota,Prius v,2014,Hatchback,123000,1800,Hybrid,2,6900
35949,Honda,Civic,2009,Sedan,102000,1500,Hybrid,2,3350
35950,Seat,Ibiza,2016,Hatchback,25000,1000,Petrol,1,3700
35951,Opel,Insignia,2011,Universal,216000,2000,Diesel,2,8500
35952,Great Wall,Hover,2011,SUV,45000,2000,Diesel,1,3700
35953,Mitsubishi,ASX,2013,Crossover,102000,2000,Petrol,2,6700
35954,Suzuki,Ignis,2017,Hatchback,12000,1200,Petrol,1,4900
35955,Citroen,C3,2012,Hatchback,98000,1400,Diesel,1,3300
35956,Mitsubishi,Colt,2009,Hatchback,78000,1500,Petrol,1,2400
35957,Nissan,Juke,2013,Crossover,95000,1600,Petrol,2,6300
35958,Opel,Meriva,2006,Hatchback,156000,1600,Petrol,1,2150
35959,Toyota,Auris,2009,Hatchback,87000,1400,Diesel,1,3600
35960,Hyundai,Getz,2007,Hatchback,89000,1400,Metan/Propan,2,2400
35961,KIA,Sportage,2017,Crossover,41000,1600,Petrol,2,11500
35962,Mercedes,B Class,2016,Hatchback,180000,1995,Diesel,1,7300
35963,Mitsubishi,Outlander,2005,Crossover,175000,2000,Petrol,1,3200
35964,Fiat,Punto,2011,Hatchback,132500,1400,Petrol,1,2550
35965,Citroen,C-Elysee,2014,Sedan,85000,1600,Petrol,2,4200
35966,Honda,Civic,1995,Hatchback,1,1400,Petrol,1,1050
35967,Peugeot,307,2005,Hatchback,244000,1400,Petrol,1,3000
35970,Volkswagen,Caddy,2006,Minivan,159362,1400,Petrol,1,4600
35971,Alfa Romeo,147,2001,Coupe,352000,1900,Diesel,1,1300
35972,Toyota,Avensis Verso,2004,Minivan,340000,2000,Diesel,1,2700
35975,Nissan,Pathfinder,2006,SUV,132000,2500,Diesel,2,5200
35976,Toyota,Yaris,2003,Hatchback,135000,1300,Petrol,1,1300
35977,Dacia,Sandero,2014,Hatchback,145000,1500,Diesel,1,3300
35978,Toyota,Auris,2013,Hatchback,135000,1400,Diesel,1,6200
35979,BMW,5 Series,2001,Sedan,230000,2500,Petrol,2,3100
35980,Skoda,Octavia,2008,Sedan,154000,1900,Diesel,2,3200
35981,Toyota,Prius,2008,Hatchback,0,1500,Hybrid,2,3300
35982,Toyota,Corolla,2005,Universal,125300,1400,Petrol,1,3100
35984,Toyota,Auris,2010,Hatchback,0,1800,Hybrid,2,3900
35986,Volkswagen,Polo,2004,Hatchback,165000,1400,Petrol,1,1600
35987,Subaru,Forester,2009,SUV,1,2000,Petrol,1,5700
35988,Renault,Grand Scenic,2010,Minivan,112000,1500,Diesel,1,3300
35989,Toyota,Urban Cruiser,2009,Crossover,72300,1400,Diesel,1,3900
35990,Toyota,Prius,2008,Hatchback,227000,1495,Hybrid,2,6500
35991,Mini,Cooper,2006,Hatchback,0,1400,Petrol,1,2900
35992,Dodge,Caliber,2006,Hatchback,83000,2400,Petrol,2,3200
35993,Opel,Astra,2000,Universal,169000,1600,Petrol,1,1600
35994,Dacia,Logan Mcv,2008,Universal,123000,1500,Diesel,1,1700
35995,Mitsubishi,Galant,2008,Sedan,140000,2400,Petrol,2,3200
35996,Renault,Clio,2015,Hatchback,87000,1200,Petrol,1,4150
35997,Skoda,Fabia,2011,Universal,123000,1200,Diesel,1,3100
35998,Nissan,Almera Tino,2004,Minivan,0,1800,Petrol,1,1700
35999,Opel,Tigra,2006,Hatchback,1,1400,Petrol,1,1900
36000,Toyota,Corolla,2011,Sedan,132000,1600,Petrol,1,4400
36002,Honda,Civic,2006,Sedan,1,1500,Hybrid,2,2800
36003,Volkswagen,Sharan,2013,Minivan,87000,2000,Diesel,1,7200
36004,Renault,Twingo,2002,Hatchback,1,1000,Petrol,1,700
36005,Subaru,Forester,2008,Crossover,145000,2000,Petrol,1,4200
36006,Hyundai,Accent,2008,Sedan,130000,1500,Diesel,1,4000
36007,Ford,Fusion,2005,Hatchback,120000,1400,Diesel,1,2200
36008,Skoda,Superb,2005,Sedan,123000,1900,Diesel,2,3300
36009,Hyundai,Solaris,2012,Sedan,75000,1400,Petrol,1,3800
36010,Mitsubishi,ASX,2010,Crossover,132000,1800,Petrol,2,6700
36011,BMW,5 Series,2006,Universal,236000,2500,Diesel,2,5900
36012,Toyota,Auris,2011,Hatchback,78200,1400,Diesel,2,4950
36013,Citroen,C5,2010,Universal,125000,1600,Diesel,2,3100
36014,Mazda,6,2004,Sedan,235000,1800,Petrol,2,1300
36015,Opel,Corsa,2018,Hatchback,32000,1400,Petrol,2,6800
36016,Hyundai,Matrix,2006,Minivan,123000,1500,Diesel,1,2300
36017,Volkswagen,Passat,2003,Universal,132000,1900,Diesel,1,2600
36018,Fiat,Fiorino,2010,Minivan,91000,1400,Metan/Propan,1,3899
36019,Dacia,Logan,2012,Sedan,11111,1600,Metan/Propan,1,3601
36020,Skoda,Fabia,2019,Hatchback,165000,999,Petrol,1,5800
36022,Opel,Tigra,2005,Hatchback,89000,1400,Petrol,1,1700
36023,Acura,TSX,2008,Sedan,132000,2400,Petrol,2,4700
36024,Audi,Q5,2015,Crossover,116000,2000,Petrol,2,19000
36025,Mercedes,E Class,1997,Sedan,240000,2500,Diesel,1,4400
36026,Toyota,Auris,2016,Hatchback,150000,1400,Diesel,1,8000
36027,Chevrolet,Epica,2008,Sedan,132500,2500,Petrol,2,3300
36028,Daewoo,Lacetti,2004,Hatchback,125000,1300,Petrol,1,1550
36029,Dacia,Sandero,2010,Hatchback,89000,1400,Petrol,1,2400
36030,Hyundai,Matrix,2008,Hatchback,132500,1500,Diesel,1,2200
36031,Opel,Astra,1999,Universal,161000,1700,Diesel,1,1550
36032,Skoda,Fabia,2008,Hatchback,330000,1400,Metan/Propan,1,3100
36033,Lifan,Breez,2008,Sedan,108000,1300,Petrol,1,999
36034,Honda,Civic,2016,Sedan,62000,1500,Petrol,2,16999
36036,Volkswagen,Touran,2010,Minivan,210000,1400,Metan/Propan,1,5600
36040,Opel,Vectra,1991,Sedan,300000,1700,Diesel,1,1500
36043,Opel,Astra,1996,Hatchback,1111,1590,Petrol,1,950
36044,Renault,Clio,2007,Hatchback,186000,1595,Diesel,1,2950
36045,Chevrolet,Nubira,2007,Universal,220000,1800,Metan/Propan,1,2750
36047,Volkswagen,Caddy,2012,Minivan,75000,1600,Diesel,1,5500
36048,Volkswagen,Touran,2007,Microvan,159500,1400,Petrol,1,5450
36049,Opel,Astra,2012,Combi,188000,1362,Petrol,1,6850
36050,Renault,Megane,2005,Sedan,3,1461,Diesel,1,2700
36053,Mercedes,A Class,2006,Sedan,118000,1500,Petrol,2,5500
36055,Mercedes,CLK Class,1999,Sedan,278245,2000,Petrol,1,3000
36056,Skoda,Octavia,2006,Hatchback,10,1600,Petrol,1,3500
36057,Audi,A4,2012,Sedan,162000,2000,Petrol,2,11000
36058,Volkswagen,Transporter,2014,Universal,80000,1968,Diesel,1,20990
36059,Renault,Megane,2014,Universal,200000,1464,Diesel,1,6850
36061,Opel,Vivaro,2004,Universal,330,1900,Diesel,1,3100
36062,Volkswagen,Polo,1999,Hatchback,1,999,Petrol,1,1500
36063,Dacia,Sandero,2012,Hatchback,111555,1200,Petrol,1,3400
36065,Ford,Fiesta,2019,Hatchback,8652,1084,Petrol,1,10000
36067,Mercedes,M Class,2000,SUV,340000,2300,Metan/Propan,1,6500
36069,Renault,Clio,2006,Sedan,158000,1400,Petrol,1,2950
36071,Volkswagen,Caddy,2001,Minivan,30000,1900,Diesel,1,1650
36073,Skoda,Felicia,1998,Hatchback,200000,1600,Petrol,1,1800
36074,Renault,Scenic,2005,Minivan,260000,1500,Diesel,1,1350
36075,Opel,Astra,2008,Universal,262000,1300,Diesel,1,4800
36076,Skoda,Superb,2013,Sedan,105000,1400,Petrol,1,8999
36077,Dacia,Logan,2009,Universal,160000,1400,Metan/Propan,1,3200
36078,Opel,Ascona,1989,Sedan,1111,1800,Petrol,1,500
36080,Hyundai,i30,2007,Hatchback,225000,1600,Petrol,1,3599
